,Unnamed: 0,Unnamed: 0.1,RegionName,State,Date,Price,Housing Inventory,UnemploymentRate,cases,deaths,cases_rate,death_rate,fully_vaccinated,fully_vaccinated_rate,inventory_price_increased,inventory_price_decreased,median_days_on_market,Population,Area,GDP,GDP_pp,Population_Density,Violent_Crimes,Violent_Crimes_pp,Property_Crime,Property_Crimes_pp,Revenue_pp,Expenditures_pp,Hospital,Hospital_pp,School,School_pp,Public_School,Public_School_pp,Private_School,Private_School_pp,latitude,longitude,x_dist,y_dist
1053,1053,1064,Solano County,CA,2021-08,563559,376,7.3,5613.0,42.0,0.0126346355133875,9.454029780193806e-05,12456,0.028037951176689,64,116,21,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05,38.3104969,-121.9017954,3180.470614251112,620.7409876759039
1054,1054,1065,Placer County,CA,2021-08,662503,641,5.1,5525.0,36.0,0.0137975296802968,8.990245583541857e-05,10956,0.0273603140592457,36,260,29,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05,39.0915751,-120.8039474,3078.8832068436723,707.4483122111869
1055,1055,1066,San Luis Obispo County,CA,2021-08,767367,361,5.5,3794.0,28.0,0.0136052958093967,0.0001004080871542,6304,0.02260616362215,8,112,42,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05,35.3102296,-120.4357631,3044.7937600605765,287.788827666259
1056,1056,1067,Santa Cruz County,CA,2021-08,1125997,266,6.2,1740.0,3.0,0.0063503881401027,1.0948945069142587e-05,6601,0.02409132880047,0,88,31,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761,37.0453988,-121.9579578,3185.6650373319662,480.32723954065534
1057,1057,1068,Merced County,CA,2021-08,365347,290,9.6,3859.0,30.0,0.0134263447220096,0.0001043768700855,7861,0.027352538677429,28,84,34,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05,37.2009788,-120.7120023,3070.3711302375955,497.5935005748587
1058,1058,1069,Marin County,CA,2021-08,1469541,299,4.4,1262.0,4.0,0.0048389570552147,1.5337423312883436e-05,4499,0.017252044989775,0,84,32,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469,38.083403,-122.7633036,3260.123960412611,595.5335177232062
1059,1059,1070,Butte County,CA,2021-08,390040,330,6.8,2909.0,27.0,0.0133581914781259,0.0001239845891747,5086,0.02335808433095,8,116,41,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05,39.6253952,-121.5370003,3146.725069546704,766.7142648810096
1060,1060,1071,Yolo County,CA,2021-08,575981,177,5.6,2246.0,16.0,0.0100441836752947,7.155251059871563e-05,5037,0.0225256247428581,12,72,27,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05,38.7646021,-121.9017954,3180.470614251112,671.1496956432893
1061,1061,1072,El Dorado County,CA,2021-08,652118,528,5.6,2433.0,8.0,0.0125998197806295,4.142974033910243e-05,4523,0.0234250656834008,12,188,38,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859,38.74263759999999,-120.4357631,3044.7937600605765,668.7113992730007
1062,1062,1073,Shasta County,CA,2021-08,358495,433,6.5,2850.0,23.0,0.016017985106084,0.0001292679499789,3813,0.021430377968245,20,124,38,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277,40.7908864,-121.8474493,3175.443948458601,896.1288248245052
1063,1063,1074,Imperial County,CA,2021-08,296150,82,19.7,1177.0,7.0,0.0061414356453725,3.652510579235999e-05,7915,0.041301198197399,12,20,27,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05,33.0113694,-115.4733554,2584.418141177178,32.78695505710028
1064,1064,1075,Kings County,CA,2021-08,292671,163,9.0,3099.0,18.0,0.0198090051392191,0.0001150571450487,3920,0.0250568893661629,0,72,27,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05,36.0988489,-119.8815203,2993.458870549918,375.2889297624246
1065,1065,1076,Madera County,CA,2021-08,357389,372,8.4,1882.0,12.0,0.0117559607468345,7.49583044431535e-05,3951,0.0246821039130316,20,120,36,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05,37.251926,-119.6962677,2976.2955317902356,503.2477171858231
1066,1066,1077,Napa County,CA,2021-08,865730,276,5.4,1162.0,4.0,0.0083206828402027,2.8642625955947643e-05,3468,0.0248355435893029,8,64,54,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494,38.5024689,-122.2653887,3214.094795551754,642.0506826283955
1067,1067,1078,Humboldt County,CA,2021-08,406832,183,6.1,1938.0,23.0,0.0144521171083834,0.0001715163537114,3469,0.0258691404793509,4,40,31,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05,40.7450055,-123.8695086,3362.3150272425264,891.0337772534464
1068,1068,1079,Nevada County,CA,2021-08,646027,400,5.5,1903.0,11.0,0.0192786951676628,0.0001114375443217,2028,0.0205450308985918,4,120,48,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05,39.1346666,-121.1710389,3112.8614730972126,712.2322288706947
1069,1069,1080,Sutter County,CA,2021-08,410958,75,7.9,1795.0,11.0,0.0169744768173092,0.0001040218635044,3130,0.0296021006112072,4,44,32,99063,603,"3,095,179",31.24455145,157.8,316,3.3,"2,364",24.9,27675,27947,4,4.04e-05,53,0.000535013,47,0.000474446,6,6.06e-05,39.0219764,-121.6739371,3159.393666078655,699.7217036266392
1070,1070,1081,Mendocino County,CA,2021-08,482508,205,6.1,1374.0,13.0,0.015536132249347,0.000146993973247,2435,0.0275368709882895,0,44,59,91305,"3,509","3,261,212",35.71778106,25,512,5.8,"1,546",17.6,40129,39101,3,3.29e-05,82,0.000898089,70,0.000766661,12,0.000131428,39.5500194,-123.438353,3322.4966908145743,758.3455370198571
1071,1071,1082,Yuba County,CA,2021-08,364899,128,8.3,1644.0,5.0,0.0207340143776012,6.30596544330937e-05,2384,0.0300710472106613,8,28,39,83421,630,"2,948,046",35.33937498,115.6,296,4.1,"2,135",29.2,36427,34662,2,2.4e-05,47,0.000563407,42,0.00050347,5,5.99e-05,39.2547027,-121.3998995,3134.039872943807,725.5585405286556
1072,1072,1083,Lake County,CA,2021-08,317510,327,7.0,1100.0,17.0,0.0169567295093339,0.0002620585469624,1988,0.030655711591723,0,100,48,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879,42.3689363,-87.8271534,0.0,1071.395161605948
1073,1073,1084,Tehama County,CA,2021-08,304318,186,7.0,1107.0,8.0,0.0168020034909311,0.000121423692798,1412,0.0214414004199235,0,56,36,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212,40.0982197,-122.174605,3205.7003103162606,819.2129049626614
1074,1074,1085,Tuolumne County,CA,2021-08,367246,273,7.0,1074.0,22.0,0.0205153674237359,0.0004202403010448,1098,0.0209865459430893,0,112,44,55810,"2,236","2,455,844",44.00365526,24.5,151,2.8,"1,157",21.3,40378,40389,3,5.38e-05,39,0.000698799,31,0.000555456,8,0.000143343,38.029655,-119.9740534,3002.030984204664,589.5676215863596
1075,1075,1086,San Benito County,CA,2021-08,801175,76,6.8,464.0,2.0,0.007247508668895,3.123926150385805e-05,2001,0.0312600876781939,4,28,34,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984,36.5760883,-120.9876321,3095.8864574818285,428.2459289372278
1076,1076,1087,Calaveras County,CA,2021-08,437798,319,5.5,736.0,9.0,0.0166181218812797,0.0002032107295265,979,0.0221198642251273,16,112,43,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05,38.1960477,-120.6805037,3067.4549149197924,608.0369805698822
1077,1077,1088,Siskiyou County,CA,2021-08,257353,143,7.2,527.0,2.0,0.0119892619892619,4.55000455000455e-05,830,0.0188825188825188,0,32,61,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665,41.7743261,-122.5770126,3242.904787300617,1005.3490263926586
1078,1078,1089,Amador County,CA,2021-08,379758,125,6.6,658.0,7.0,0.0170771586514754,0.0001816719005476,742,0.0192745235438132,0,40,38,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05,38.3488921,-120.7740931,3076.1194295158457,625.0029594891616
1079,1079,1090,Lassen County,CA,2021-08,210838,112,5.6,481.0,3.0,0.0159986695493098,9.978380176284716e-05,348,0.0115860080935749,0,8,87,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05,40.5394389,-120.7120023,3070.3711302375955,868.2062232216956
1080,1080,1091,Del Norte County,CA,2021-08,307759,105,7.1,1304.0,16.0,0.0473183830466652,0.0005805936570142,632,0.0229334494520647,4,20,47,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05,41.7076287,-123.9659708,3371.2214777270856,997.9410624597137
1081,1081,1092,Glenn County,CA,2021-08,305486,32,6.9,402.0,2.0,0.0136976966062423,6.814774430966335e-05,747,0.0254645404570441,0,8,60,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149,39.6437813,-122.4467238,3230.8603617743934,768.7556297833373
1082,1082,1093,Colusa County,CA,2021-08,301187,14,9.2,270.0,0.0,0.011950604169433,0.0,658,0.0291388188081854,0,0,41,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507,39.1040645,-122.2653887,3214.094795551754,708.8348522819572
1083,1083,1094,Plumas County,CA,2021-08,329748,167,8.0,295.0,1.0,0.0155287677001631,5.263989050902774e-05,300,0.0158270604130476,0,20,69,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064,39.99268319999999,-120.8039474,3078.8832068436723,807.4946062610758
1084,1084,1095,Inyo County,CA,2021-08,424305,28,5.8,105.0,0.0,0.0056901316859047,0.0,301,0.0163297747430408,0,4,24,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05,36.3091865,-117.5495846,2777.2347705430557,398.628576177204
1085,1085,1096,Mariposa County,CA,2021-08,351887,78,6.5,272.0,0.0,0.0152851924697948,0.0,287,0.0161655895850894,4,24,68,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05,37.4893626,-119.9679294,3001.463685972131,529.5995237959149
1086,1086,1097,Mono County,CA,2021-08,559725,82,5.9,115.0,0.0,0.0082372322899505,0.0,201,0.0144211255163192,0,28,54,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0,37.9218608,-118.9528645,2907.39605347475,577.6028946195834
1087,1087,1098,Trinity County,CA,2021-08,328956,100,5.3,130.0,4.0,0.0097349108881234,0.0002995357196345,229,0.0171733812590484,0,8,80,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05,40.6329485,-123.0622553,3287.7507874765697,878.590082609882
1088,1088,1099,Modoc County,CA,2021-08,155741,51,5.7,23.0,0.0,0.0024274406332453,0.0,147,0.015584872471416,0,8,68,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092,41.4565165,-120.629366,3062.72030914532,970.0512419048911
1089,1089,1100,Sierra County,CA,2021-08,294729,24,4.9,44.0,0.0,0.0141252006420545,0.0,44,0.0141252006420545,0,8,76,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0,39.5532845,-120.2512728,3027.708435296758,758.7080481082694
1090,1090,1101,Alpine County,CA,2021-08,477830,31,8.7,1.0,0.0,0.000895255147717,0.0,2,0.0017905102954341,0,4,75,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0,38.5940736,-119.8815203,2993.458870549918,652.2194342661168
1091,1091,1102,Los Angeles County,CA,2021-09,807005,8479,7.6,45739.0,744.0,0.0044590539443261,7.253189039066514e-05,275053,0.0268147019152155,544,2056,37,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05,34.0522265,-118.2436596,2841.630363614631,148.23254839934924
1092,1092,1103,San Diego County,CA,2021-09,815494,2846,5.6,20011.0,205.0,0.0059372457659554,6.0823316277090845e-05,98587,0.0292507734451137,328,960,31,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05,32.7157305,-117.1610966,2741.1773351781135,0.0
1093,1093,1104,Orange County,CA,2021-09,940720,2285,5.0,10279.0,200.0,0.0031838127636851,6.194790862311788e-05,81177,0.0251439333845229,184,644,34,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069,33.7174708,-117.8311428,2803.3613340096917,111.10134270368917
1094,1094,1105,Riverside County,CA,2021-09,543210,3221,6.6,16906.0,283.0,0.0068496786047821,0.000114661010597,79362,0.0321545128021246,344,1056,34,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05,33.9532966,-117.3961192,2762.992090010958,137.25900290052763
1095,1095,1106,San Bernardino County,CA,2021-09,479858,3435,6.6,13889.0,268.0,0.0062636477529067,0.000120862380141,69581,0.0313798725653521,316,1020,36,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05,34.9592083,-116.419389,2672.3088151510783,248.84545588943442
1096,1096,1107,Santa Clara County,CA,2021-09,1522471,1195,3.9,6034.0,70.0,0.0030667035985738,3.557660787208686e-05,36011,0.0183021318011674,48,300,30,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724,37.3336581,-121.8907041,3179.4447585627577,512.3186021105837
1097,1097,1108,Alameda County,CA,2021-09,1159312,1372,5.2,5704.0,78.0,0.0033833841671382,4.626647353379766e-05,35184,0.0208699362432177,84,312,29,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05,37.6016892,-121.7195459,3163.612809522244,542.066416629334
1098,1098,1109,Sacramento County,CA,2021-09,518237,1523,6.1,11699.0,213.0,0.0074612158994881,0.0001358440026148,48140,0.0307022327099177,108,648,29,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05,38.47467,-121.3541631,3129.807814234712,638.9648451122517
1099,1099,1110,Contra Costa County,CA,2021-09,911751,1108,5.5,5265.0,85.0,0.0045384057739899,7.326960888682778e-05,30462,0.0262581038342416,40,332,28,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05,37.8534093,-121.9017954,3180.470614251112,570.0051647719922
1100,1100,1111,Fresno County,CA,2021-09,355679,882,7.7,10888.0,192.0,0.0105480674309042,0.0001860055976059,36319,0.0351857359540746,48,244,28,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05,36.9858984,-119.2320784,2933.2784760347017,473.72400798323304
1101,1101,1112,Kern County,CA,2021-09,303766,1269,8.7,9289.0,149.0,0.010017783750031,0.0001606900396979,33302,0.0359151225863691,72,392,30,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05,35.4937274,-118.8596804,2898.7569165982814,308.14753321855574
1102,1102,1113,Ventura County,CA,2021-09,789025,755,5.3,3948.0,55.0,0.004629743640259,6.449744179692218e-05,22709,0.0266307982711558,48,276,34,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026,34.3704884,-119.1390642,2924.6568990224373,183.53613489409116
1103,1103,1114,San Francisco County,CA,2021-09,1529880,1149,4.1,2918.0,39.0,0.0032702739050522,4.370825301474872e-05,14166,0.0158765559390923,16,172,31,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483,37.7749295,-122.4194155,3228.3357028010464,561.2944592245964
1104,1104,1115,San Mateo County,CA,2021-09,1630534,606,3.8,2445.0,10.0,0.0031426694824299,1.2853453915869002e-05,13401,0.017224913592656,24,112,33,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904,37.4337342,-122.4014193,3226.6719178071635,523.4255328009211
1105,1105,1116,San Joaquin County,CA,2021-09,523051,818,7.5,6735.0,147.0,0.0086065338095572,0.0001878486221239,25675,0.0328100407431308,48,316,29,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05,37.9175935,-121.1710389,3112.8614730972126,577.1292458346104
1106,1106,1117,Stanislaus County,CA,2021-09,430926,490,6.9,6243.0,120.0,0.0111025550281609,0.0002134080735831,20136,0.0358110603476535,36,180,31,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05,37.5090711,-120.9876321,3095.8864574818285,531.7869115190105
1107,1107,1118,Sonoma County,CA,2021-09,779366,729,4.4,1898.0,21.0,0.0038214662510973,4.228176568653507e-05,11180,0.0225113489628215,36,244,39,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905,38.5779555,-122.9888319,3280.966218825282,650.430202759301
1108,1108,1119,Tulare County,CA,2021-09,299301,448,9.3,6339.0,94.0,0.0130856709941518,0.000194045286867,17126,0.0353547760256359,24,176,32,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05,36.1341739,-118.8596804,2898.7569165982814,379.2086328094946
1109,1109,1120,Santa Barbara County,CA,2021-09,843688,476,4.6,2562.0,22.0,0.0056138290389659,4.820618222375118e-05,11725,0.0256924343318586,20,80,34,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05,34.4208305,-119.6981901,2976.47365147047,189.12056152654011
1110,1110,1121,Monterey County,CA,2021-09,777363,331,5.6,1581.0,18.0,0.0035232611001666,4.011302960341584e-05,13312,0.0296672995611337,4,80,39,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05,36.3136201,-121.3541631,3129.807814234712,399.1205496421094
1111,1111,1122,Solano County,CA,2021-09,573294,411,6.4,2530.0,24.0,0.005694927462831,5.40230273153932e-05,14282,0.0321482031716019,44,148,25,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05,38.3104969,-121.9017954,3180.470614251112,620.7409876759039
1112,1112,1123,Placer County,CA,2021-09,673966,684,4.2,3267.0,68.0,0.0081586478670642,0.0001698157499113,11230,0.0280445716397708,40,236,32,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05,39.0915751,-120.8039474,3078.8832068436723,707.4483122111869
1113,1113,1124,San Luis Obispo County,CA,2021-09,778611,349,4.5,2077.0,35.0,0.0074481284649755,0.0001255101089427,6342,0.0227424317404307,8,100,44,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05,35.3102296,-120.4357631,3044.7937600605765,287.788827666259
1114,1114,1125,Santa Cruz County,CA,2021-09,1135471,234,5.3,957.0,5.0,0.0034927134770564,1.824824178190432e-05,5586,0.0203881522681956,4,72,36,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761,37.0453988,-121.9579578,3185.6650373319662,480.32723954065534
1115,1115,1126,Merced County,CA,2021-09,374425,332,8.2,3424.0,57.0,0.0119128801057685,0.0001983160531626,8866,0.0308491638252963,24,80,35,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05,37.2009788,-120.7120023,3070.3711302375955,497.5935005748587
1116,1116,1127,Marin County,CA,2021-09,1485534,320,3.6,676.0,2.0,0.0025920245398773,7.668711656441718e-06,3453,0.013241308793456,8,88,31,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469,38.083403,-122.7633036,3260.123960412611,595.5335177232062
1117,1117,1128,Butte County,CA,2021-09,395514,335,5.6,2777.0,46.0,0.0127520445977159,0.0002112330037792,5900,0.0270959900934782,0,112,49,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05,39.6253952,-121.5370003,3146.725069546704,766.7142648810096
1118,1118,1129,Yolo County,CA,2021-09,591299,177,4.7,1284.0,8.0,0.0057420889755469,3.5776255299357824e-05,4998,0.0223527061755779,12,72,29,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05,38.7646021,-121.9017954,3180.470614251112,671.1496956432893
1119,1119,1130,El Dorado County,CA,2021-09,663921,530,4.9,1275.0,21.0,0.0066028648665444,0.0001087530683901,4178,0.0216401343704578,8,156,47,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859,38.74263759999999,-120.4357631,3044.7937600605765,668.7113992730007
1120,1120,1131,Shasta County,CA,2021-09,365043,443,5.6,3219.0,65.0,0.018091892651398,0.0003653224673317,5561,0.0312566156151936,12,156,46,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277,40.7908864,-121.8474493,3175.443948458601,896.1288248245052
1121,1121,1132,Imperial County,CA,2021-09,300674,77,18.3,1327.0,11.0,0.0069241164837802,5.739659481656569e-05,7583,0.03956886460839,0,12,44,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05,33.0113694,-115.4733554,2584.418141177178,32.78695505710028
1122,1122,1133,Kings County,CA,2021-09,297779,196,7.9,2756.0,41.0,0.0176165273196798,0.0002620746081665,4901,0.03133176514706,8,56,31,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05,36.0988489,-119.8815203,2993.458870549918,375.2889297624246
1123,1123,1134,Madera County,CA,2021-09,365830,420,7.2,1951.0,17.0,0.0121869709973827,0.0001061909312944,5159,0.0322299887354325,16,144,42,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05,37.251926,-119.6962677,2976.2955317902356,503.2477171858231
1124,1124,1135,Napa County,CA,2021-09,874440,279,4.5,769.0,7.0,0.0055065448400309,5.0124595422908376e-05,3156,0.0225990318792426,4,68,58,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494,38.5024689,-122.2653887,3214.094795551754,642.0506826283955
1125,1125,1136,Humboldt County,CA,2021-09,418885,176,5.0,1126.0,24.0,0.0083968440990917,0.0001789735864815,3694,0.0275470178526151,0,48,33,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05,40.7450055,-123.8695086,3362.3150272425264,891.0337772534464
1126,1126,1137,Nevada County,CA,2021-09,652930,419,4.7,852.0,12.0,0.0086313443420119,0.0001215682301691,2379,0.0241042785263228,8,132,52,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05,39.1346666,-121.1710389,3112.8614730972126,712.2322288706947
